category,hwahae_rank,product_name,hwahae_rating,hwahae_review
cream,87,마일드랩블루센텔라 더마 리페어크림,4.51,319
cream,88,오울루버치 아토 모이스처 크림,4.77,2542
cream,89,아누아3 세라마이드 판테놀 모이스처 베리어 크림,4.52,77
cream,90,더마팩토리트라넥삼산 6%크림,4.43,21
cream,91,닥터오라클세라마베리어™ 페이셜 세라마이드 크림,4.63,575
cream,92,닥터지블랙 스네일 크림,4.63,62
cream,93,비플레인밀크 세라마이드 보습 크림,4.63,112
cream,94,더마팩토리레티날 300ppm 크림,4.56,112
cream,95,셀라딕스히알루로닉 인텐스 크림,4.67,73
cream,96,결하우스울트라 모이스처 호호바 세럼 앤 크림,4.62,176
cream,97,센텔리안24마데카 크림 타이트 리프팅,4.53,78
cream,98,더마펌수딩 리페어 토닝 크림 R4,4.51,1051
cream,99,이즈앤트리초저분자 히아루론산 징크 수분 크림,4.57,310
cream,100,샤이샤이샤이리포좀 리페어 밀키 크림,4.44,556
mist,1,아누아PDRN 히알루론산 수분 캡슐 미스트,4.47,618
mist,2,에스네이처아쿠아 스쿠알란 미스트,4.63,1277
mist,3,닥터지레드 블레미쉬 쿨 수딩 젤리 미스트,4.59,410
mist,4,리더스PDRN 0.5% 앰플 미스트,4.6,432
mist,5,달바화이트 트러플 퍼스트 스프레이 세럼,4.42,8429
mist,6,아이레시피아쿠아 피토플렉스 크림 인 토너 미스트,4.58,2912
mist,7,에스트라아토베리어 365 크림 미스트,4.29,1584
mist,8,아벤느오 떼르말,4.18,10664
mist,9,유이크바이옴 베리어 크림 미스트,4.64,1476
mist,10,오드로이모공수축 시카 83.7 콜라겐 미스트 앰플 로프디,4.48,473
mist,11,차앤박화장품프로폴리스 에너지 앰플 미스트,4.3,6886
mist,12,바이오힐 보판테셀 리페어시카 크림미스트,4.45,316
mist,13,아비브부활초 미스트 세럼 글로우 스프레이,4.74,23
mist,14,라운드랩1025 독도 미스트,4.37,719
mist,15,닥터올가약산성 어성초 레드스팟 여드름 & 등드름 미스트,4.46,1317
mist,16,더하르나이시카이드 크림 미스트,4.64,61
mist,17,온그리디언츠스킨 베리어 속광 미스트,4.58,26
mist,18,모토몬트밀크티 미스트,4.56,361
mist,19,이즈앤트리히아루론산 워터 미스트,4.42,990
mist,20,네오베아레이어링 크림 미스트,4.43,401
mist,21,아이레시피리틀트윈스타 콜라보 아쿠아 피토플렉스 크림 인 토너 미스트,4.85,39
mist,22,토니모리알로에 촉촉 수딩젤 미스트,4.58,12
mist,23,메이크프렘이온 스플래쉬 앰플 미스트,4.73,11
mist,24,앰플엔세라마이드샷 앰플 미스트,4.42,199
mist,25,달바화이트 트러플 퍼스트 아로마틱 스프레이 세럼,4.52,441
mist,26,리슬로우화이트 로터스 피디알엔 스프레이 세럼,4.52,240
mist,27,정샘물뷰티에센셜 물 마이크로 피팅 미스트,4.33,220
mist,28,한율어린쑥 트러블 미스트,4.33,75
mist,29,마녀공장갈락토미 에센스 미스트,4.32,190
mist,30,브이티코스메틱피디알엔 글로우 앰플,4.12,42
mist,31,달바화이트 트러플 로얄 인텐시브 세럼,4.4,151
mist,32,리쥬베닐아바파하샴페인미스트앰플,4.35,285
mist,33,더랩바이블랑두클리어히알결광 세럼미스트,4.26,23
mist,34,토니모리어성초시카 크림 미스트,4.42,19
mist,35,달바화이트 트러플 바이탈 스프레이 세럼,4.36,330
mist,36,파티온노스카나인 퍼스트스텝 진정세럼미스트,4.19,53
mist,37,토니모리어성초시카 퀵카밍 미스트 세럼,4.4,15
mist,38,헤슬쏙보습 쌀 세럼 미스트,4.7,10
mist,39,마녀공장비피다 앰플 미스트,4.5,646
mist,40,올리세퓨어 워터 미스트,4.17,1859
mist,41,싸이닉퍼스트 트리트먼트 미스트,4.57,23
mist,42,휩드무화버터 비건 밀크폼 팩미스트,4.54,13
mist,43,널리제주 선인장 진정수분 토너미스트,4.6,208
mist,44,셀리맥스노니 앰플 미스트,4.41,37
mist,45,닥터자르트시카페어™ 페이셜 카밍 미스트,4.24,49
mist,46,벨프리모히알베리어 워터 미스트,4.58,177
mist,47,소미클라우드 딥 글로우 미스트,4.48,207
mist,48,아이다글루타치온 브라이트닝 앰플 미스트,4.69,13
mist,49,스킨푸드블루 캐모마일 히알루로닉 토너 미스트,4.34,29
mist,50,숨37도시크릿 에센스 미스트,4.29,14
mist,51,라로슈포제세로징크 세범 컨트롤 토닝 미스트,4.04,726
mist,52,마미케어바다포도 젤리미스트,4.11,38
mist,53,리얼베리어익스트림 판테놀 에센스 미스트,4.46,13
mist,54,이니스프리그린티 히알루론산 미스트,4.23,75
mist,55,달바화이트 트러플 수프림 인텐시브 세럼,4.35,124
mist,56,더랩바이블랑두프리바이오틱세라™ 크림 미스트,4.46,134
mist,57,닥터엘시아345 크림 미스트,4.47,19
mist,58,라로슈포제오 떼르말 온천수 미스트,4.09,1129
mist,59,프럼네이처알로에베라 98% 수딩젤 미스트,4.67,18
mist,60,아비브어성초 페이셜 미스트 카밍 스프레이,4.49,35
mist,61,셀릭사리부트 안티옥시던트 미스트 세럼,4.6,100
mist,62,휘게릴리프 캐모마일 미스트,4.28,247
mist,63,차앤박화장품뮤제너 카밍 앰플 미스트,4.56,39
mist,64,시드물수분가득 물방울 미스트,3.34,65
mist,65,TTtH온천수 미스트,4.63,506
mist,66,과일나라알로에베라 모이스처 아쿠아 리얼 수딩젤 미스트,4.12,234
mist,67,유리아쥬오 떼르말,4.1,1287
mist,68,시드물꿀 펩타이드 미스트,4.5,24
mist,69,닥터올가어성초&목련 카밍 스킨 미스트,4.64,350
mist,70,믹순하센티 미스트,4.65,23
mist,71,런드리유클린 페이스 솔리드 미스트 카밍,4.14,43
mist,72,센텔리안24마데카 크림 미스트,4.35,26
mist,73,그라운드플랜미스트,4.27,2029
mist,74,차앤박화장품아따맘마 콜라보 프로폴리스 에너지 앰플 미스트,4.6,15
mist,75,바이오힐 보프로바이오덤 3D 리프팅 크림 미스트,4.33,15
mist,76,디어클레어스펀더멘탈 앰플 미스트,4.58,867
mist,77,시초부스팅 미스트 세럼,4.46,2558
mist,78,록키스워터밤 빙하수 약산성 모공미스트,4.56,18
mist,79,로지피끄뿌크,4.45,11
mist,80,센텔리안24마데카 병풀 미스트,4.54,13
mist,81,르뮤아이소셀 리커버리 솔루션,4.68,19
mist,82,차앤박화장품비타-비 앰플 미스트,4.29,35
mist,83,홀리카홀리카세라베리어 모이스처 액티브 미스트,4.58,163
mist,84,온그리디언츠미니언즈 에디션 스킨 베리어 속광 미스트,4.0,13
mist,85,은율데일리 케어 미스트 [콜라겐],4.47,34
mist,86,아페리레미라클데이 루트 에센스 토너 미스트,4.28,71
mist,87,비프루브모이스처 워터미스트,4.22,23
mist,88,라로슈포제시카플라스트 B5 스프레이,4.07,30
mist,89,리아네이처미스트올,4.55,11
mist,90,홀리카홀리카굳세라 수퍼 세라마이드 미스트,4.28,484
mist,91,다슈데일리 릴렉스 올인원 바디 미스트,4.5,22
mist,92,편강율진정 수분 미스트,4.31,32
mist,93,식물원알로에 프레시 수딩미스트,4.22,116
mist,94,시드물알로에 쿨링 미스트,4.12,164
mist,95,에센허브바디 크림 미스트,4.44,36
mist,96,매스티나화이트매스틱 미스트 앰플,4.53,436
mist,97,디폰데시그니처 오리진 86 미스트,4.69,16
mist,98,시드물티트리 리프레쉬 오일 컨트롤 미스트,4.06,199
mist,99,바이오힐 보판테셀 리페어시카 앰플 미스트,4.25,20
mist,100,바이옴액티베이트미스트 에센스,4.47,70
skin_pad,1,스킨푸드캐롯 카로틴 카밍 워터 패드,4.47,20619
skin_pad,2,퓨리피아메타바이옴 토너 패드,4.7,4056
skin_pad,3,아비브어성초 흔적 에센스 패드 클리어 터치,4.35,2948
skin_pad,4,일루미엘물결 수분 네모패드,4.73,3219
skin_pad,5,에이에스씨이플러스더블: 이엑스 시그널 패드 프로,4.63,587
skin_pad,6,리브엠워터핏 8중 수분착붙 패드,4.67,3505
skin_pad,7,에스네이처아쿠아 오아시스 판테알란 카밍패드,4.73,1095
skin_pad,8,메디힐마데카소사이드 흔적패드,4.35,4866
skin_pad,9,구달어성초 히알루론 수딩 클리어패드,4.7,1501
skin_pad,10,듀이트리AC 딥 진정 모공 패드,4.52,2337
skin_pad,11,비플레인녹두 모공 클리어링 필터 패드,4.6,1077
skin_pad,12,비플레인시카테롤 블레미쉬 패드,4.68,2728
skin_pad,13,토리든다이브인 저분자 히알루론산 멀티패드,4.54,2326
skin_pad,14,토리든밸런스풀 시카 토너 패드,4.64,2886
skin_pad,15,넘버즈인1번 시카 갈아만든 초록패드,4.43,2252
skin_pad,16,셀퓨전씨포스트 알파 쿨링 패드,4.62,1325
skin_pad,17,스킨푸드당근 PDRN 속수분 패드,4.69,203
skin_pad,18,아이레시피시카 PDRN 흔적 클리어 토너 패드,4.61,957
skin_pad,19,아비브수분초 히알루론 패드 하이드레이팅 터치,4.61,2303
skin_pad,20,스킨푸드포테이토 마데카소사이드 수딩 패드,4.31,1826
skin_pad,21,리브엠시카좀 카밍 클리어 토너 패드,4.65,1021
skin_pad,22,유이크바이옴 레미디 포어 리셋 쿨링 패드,4.68,560
skin_pad,23,잇츠스킨파워10 감초줄렌 젤리패드,4.65,7228
skin_pad,24,라운드랩자작나무 수분 패드,4.65,1834
skin_pad,25,메디힐히알루론산 속보습 패드,4.6,63
skin_pad,26,셀리맥스지우개패드,4.35,5517
skin_pad,27,리더스PDRN 0.5% 에센스 패드,4.69,200
skin_pad,28,커버앤커버애플민트 히알루론산 PDRN 3분 패드 팩,4.7,400
skin_pad,29,듀이트리AC 컨트롤 EX 딥 흔적 진정 잡티 패드,4.52,566
skin_pad,30,듀이트리픽 앤 퀵 뜯어쓰는 더블 패드 [화장발],4.52,393
skin_pad,31,아비브어성초 스팟 패드 카밍터치,4.37,2447
skin_pad,32,아누아8 히알루론산 카테킨 카밍 패드,4.47,134
skin_pad,33,더마펌수딩 리페어 토닝 패드 R4,4.68,1259
skin_pad,34,토리든셀메이징 비타 씨 브라이트닝 흔적 토닝 패드,4.63,341
skin_pad,35,YBK핑크 글로우 빔 젤리 패드,4.62,406
skin_pad,36,더마토리시카 커즈 패드,4.42,6827
skin_pad,37,한율어린쑥 수분진정 패드,4.45,404
skin_pad,38,더마토리살리시닉 포어 클리어 블랙 패드,4.33,222
skin_pad,39,메이크프렘인테카 트러블 수딩 패드,4.6,551
skin_pad,40,잇츠스킨파워10 포뮬라 엘아이 토너 패드,4.68,496
skin_pad,41,아페리레순수 블루 토너 패드,4.6,1221
skin_pad,42,아누아PDRN 100 히알루론산 글로우 패드,4.41,182
skin_pad,43,메디힐티트리 트러블 진정 패드,4.33,116
skin_pad,44,셀퓨전씨포스트 알파 시카 쿨링 패드,4.58,299
skin_pad,45,리더스보습 영양 패드,4.68,734
skin_pad,46,브링그린티트리 시카 트러블 수딩 토너 패드,4.43,255
skin_pad,47,수이스킨어린 새싹 포어 컨트롤 패드,4.58,442
skin_pad,48,주미소안티옥시던트 글로우 토닝 패드,4.64,738
skin_pad,49,스트라이덱스센시티브 패드,3.92,5961
skin_pad,50,아비브글루타치온좀 잡티 패드 비타 터치,4.68,77
skin_pad,51,웰라쥬리얼 히알루로닉 블루 토너 패드,4.56,546
skin_pad,52,트루스오브뷰티시카-뮤신 진정 패드,4.62,240
skin_pad,53,메디큐브제로모공패드 2.0,4.2,3630
skin_pad,54,YBK어성초 원스텝 포어 패드,4.54,993
skin_pad,55,스킨푸드판토테닉 워터파슬리 클리어 패드,4.31,431
skin_pad,56,라운드랩1025 독도 패드,4.38,2436
skin_pad,57,나드약산성 필링 토너 패드,4.48,42
skin_pad,58,스킨푸드레몬그라스 나이아신아마이드 5% 패드,4.48,66
skin_pad,59,리쥬란코스메틱더마 힐러 포어 타이트닝 토너 패드,4.89,19
skin_pad,60,리더스쿨링 진정 패드,4.44,302
skin_pad,61,셀리맥스시카 지우개패드,4.48,114
skin_pad,62,이즈앤트리어니언 뉴페어 클리어 패드,4.47,1163
skin_pad,63,스킨1004마다가스카르 센텔라 퀵 카밍 패드,4.77,30
skin_pad,64,메디힐피토엔자임 각질 패드,4.36,934
skin_pad,65,이즈앤트리김 PDRN 부스팅 글로우 패드,4.63,109
skin_pad,66,닥터지레드 블레미쉬 클리어 더블 결 패드,4.43,21
skin_pad,67,퓨리피아시카 수분 진정 토너 패드,4.59,282
skin_pad,68,니들리데일리 토너 패드,4.43,1957
skin_pad,69,더마토리시카 피디알엔 흔적 진정 패드,4.18,84
skin_pad,70,마녀공장비피다 바이옴 앰플 패드,4.61,3269
skin_pad,71,라운드랩소나무 진정 시카 패드,4.45,733
skin_pad,72,더마토리히알루론 수분샘 엠보패드,4.57,37
skin_pad,73,이즈앤트리초저분자 히아루론산 징크 쿨링 패드,4.66,154
skin_pad,74,나드어성초 아하 바하 파하 필링 패드,4.51,51
skin_pad,75,피캄베리어사이클 토너패드,4.41,1026
skin_pad,76,아비브그린 LHA 모공 패드 클리어 터치,4.5,46
skin_pad,77,스킨푸드블루 캐모마일 히알루로닉 패드,4.69,16
skin_pad,78,라움비포어 밸런스 수분 패드,4.6,197
skin_pad,79,이니스프리비타C 그린티 엔자임 잡티 토닝 패드,4.45,146
skin_pad,80,스킨푸드샤인머스캣 시카 바하 토너패드,4.34,107
skin_pad,81,초록초롱비건 허브 각질 피지케어 제주 페퍼민트 토너패드,4.67,622
skin_pad,82,밀바랩충청 허브 진정 토너 패드,4.67,415
skin_pad,83,수올림탄닌 시카 투웨이 토너패드,4.35,46
skin_pad,84,앤디얼센텔라 인 시카 카밍 패드,4.55,468
skin_pad,85,메디힐비타마이드 잡티 패드,4.37,337
skin_pad,86,더랩바이블랑두올리고 히알루론산 7 멀티 포뮬라 패드,4.49,1706
skin_pad,87,파티온노스카나인 트러블 패드,4.36,28
skin_pad,88,셀퓨전씨모공 톡스 패드,4.46,1232
skin_pad,89,넘버즈인5번 글루타치온C 흔적 필름패드,4.29,261
skin_pad,90,셀리맥스브라이트닝 모공잡티 팩패드,4.43,69
skin_pad,91,메디필물톡스 광채 보습 패드 2.0,4.26,68
skin_pad,92,브링그린대나무히알루수분부스팅토너패드,4.36,42
skin_pad,93,셀퓨전씨진로 에디션 포스트 알파 쿨링 패드,4.84,43
skin_pad,94,이니스프리레티놀 시카 흔적 패드,4.36,50
skin_pad,95,커버앤커버애플민트 패드 3분팩,4.5,611
skin_pad,96,마녀공장히더 카밍 에센스 패드,4.58,2078
skin_pad,97,메디큐브엑소좀시카 진정 패드,3.96,253
skin_pad,98,메디힐당근 수분 진정 패드,4.42,149
skin_pad,99,일소어성초.밀착 진정 패드,4.69,51
skin_pad,100,일루미엘소프트 리프팅 감태 패드,4.51,512
